Status,Name,Category,Location,Founded,Latest Investment,Round (1 Year),Portfolio,Total Raised
Active,Token Metrics Ventures,Crypto Projects Venture,United States,2018,"Apr 07, 2024",6,11,--
Active,369 Capital,Crypto-Native Fund,Switzerland,2021,"Apr 06, 2024",6,8,--
Active,Eterna Capital,Crypto-Native Fund,Britain,2018,"Apr 02, 2024",6,21,--
Active,Purechain Capital,Crypto-Native Fund,--,2023,"Apr 02, 2024",6,8,--
Active,BlockTower Capital,Traditional Fund,United States,2017,"Mar 28, 2024",6,43,$1.5 B
Active,Reverie,Crypto-Native Fund,--,2021,"Mar 14, 2024",6,12,--
Active,Genesis Capital,Crypto-Native Fund,--,--,"Feb 06, 2024",6,6,--
Active,RockTree Capital,Others,--,--,"Jul 19, 2024",5,13,--
Active,Digital Finance Group,Crypto-Native Fund,Chinese Mainland,2015,"Jul 18, 2024",5,117,--
Active,Matrix Partners China,Traditional Fund,Chinese Mainland,2008,"Jul 18, 2024",5,21,--
Active,Hash Global,Crypto-Native Fund,--,2019,"Jul 18, 2024",5,44,--
Active,Alphabit Fund,Crypto-Native Fund,--,2017,"Jul 11, 2024",5,41,--
Active,Aquanow,- -,Canada,2018,"Jul 10, 2024",5,7,--
Active,Arbitrum / Offchain Labs,- -,United States,2018,"Jul 09, 2024",5,7,--
Active,Dialectic,Crypto-Native Fund,--,--,"Jul 09, 2024",5,40,--
Active,Marin Ventures,Crypto-Native Fund,--,--,"Jul 09, 2024",5,10,--
Active,Moonboots DAO,- -,- -,2021,"Jul 05, 2024",5,11,--
Active,LVT Capital,Crypto-Native Fund,--,--,"Jul 05, 2024",5,21,--
Active,Bas1s Ventures,Crypto-Native Fund,Japan,2021,"Jul 04, 2024",5,16,--
Active,Mozaik Capital,Others,--,--,"Jul 04, 2024",5,8,--
Active,Blockchain Capital,Crypto-Native Fund,United States,2013,"Jul 03, 2024",5,121,$1.04 B
Active,Hash3,Crypto-Native Fund,--,2022,"Jul 02, 2024",5,13,$2.9 M
Active,Hash3,Crypto-Native Fund,--,2022,"Jul 02, 2024",5,13,$2.9 M
Active,Bloccelerate,Crypto-Native Fund,--,2018,"Jul 02, 2024",5,15,$12 M
Active,Bain Capital Crypto,Crypto-Native Fund,United States,2022,"Jun 25, 2024",5,21,$560 M
Active,Quotient Ventures,Crypto-Native Fund,--,--,"Jun 25, 2024",5,5,--
Active,Hongshan,Traditional Fund,Chinese Mainland,2005,"Jun 23, 2024",5,28,--
Active,CoinSummer Labs,Crypto-Native Fund,Singapore,--,"Jun 23, 2024",5,9,--
Active,Blockchain Coinvestors,Crypto-Native Fund,--,2014,"Jun 20, 2024",5,20,--
Active,iAngels,Traditional Fund,Israel,2014,"Jun 19, 2024",5,16,--
Active,QCP Capital,- -,Singapore,2017,"Jun 13, 2024",5,42,--
Active,Hashed Emergent,Crypto-Native Fund,--,2022,"Jun 12, 2024",5,11,--
Active,Third Prime,Traditional Fund,--,2016,"Jun 12, 2024",5,17,--
Active,GoPlus Security,- -,Singapore,2021,"Jun 12, 2024",5,5,--
Active,BreakOrbit,Crypto-Native Fund,--,2023,"Jun 12, 2024",5,9,--
Active,Paramita,Crypto-Native Fund,--,2021,"Jun 12, 2024",5,21,--
Active,King River Capital,Traditional Fund,"United States, Australia",2019,"Jun 12, 2024",5,11,--
Active,Ghaf Capital,Crypto-Native Fund,United Arab Emirates,--,"Jun 12, 2024",5,51,--
Active,Kangaroo Capital,Crypto-Native Fund,--,--,"Jun 12, 2024",5,11,--
Active,Tenzor Capital,Crypto-Native Fund,--,2017,"Jun 10, 2024",5,23,--
Active,Global Coin Research,- -,- -,2018,"Jun 05, 2024",5,56,--
Active,Collider Ventures,Crypto-Native Fund,--,2018,"Jun 04, 2024",5,24,--
Active,zkSync,- -,- -,2019,"May 31, 2024",5,6,--
Active,Tykhe Block Ventures,Crypto-Native Fund,United States,2021,"May 29, 2024",5,18,$30 M
Active,Blockbuilders,Crypto Projects Venture,United States,2022,"May 28, 2024",5,6,--
Active,Decima,Crypto-Native Fund,Japan,--,"May 28, 2024",5,5,--
Active,Bitrise Capital,Crypto-Native Fund,--,--,"May 28, 2024",5,24,--
Active,Seed Club Ventures,Crypto-Native Fund,--,2021,"May 24, 2024",5,23,$25 M
Active,Oddiyana Ventures,Crypto-Native Fund,Korea,2021,"May 24, 2024",5,13,--
Active,Galxe,- -,United States,2021,"May 23, 2024",5,15,--
Active,Coinseeker,- -,- -,2023,"May 22, 2024",5,5,--
Active,Green Arrow Ventures,Crypto-Native Fund,--,--,"May 20, 2024",5,5,--
Active,Metazero Capital,Crypto-Native Fund,--,--,"May 20, 2024",5,5,--
Active,Adaverse,- -,Hong Kong,2021,"May 19, 2024",5,13,--
Active,1confirmation,Crypto-Native Fund,United States,2018,"May 14, 2024",5,41,$196 M
Active,INCE Capital,Traditional Fund,Hong Kong,2019,"May 13, 2024",5,15,--
Active,Emoote,Crypto-Native Fund,Japan,2022,"May 09, 2024",5,10,--
Active,Hailstone Labs,- -,Hong Kong,2021,"May 08, 2024",5,5,--
Active,Poolz Venture,Crypto Projects Venture,--,2021,"May 08, 2024",5,23,--
Active,Conflux,- -,"Chinese Mainland, Hong Kong",2018,"May 08, 2024",5,10,--
Active,CRYPTO TIMES,- -,Japan,2018,"May 07, 2024",5,6,--
Active,BreederDAO,- -,- -,--,"May 07, 2024",5,13,--
Active,Sonic Boom Ventures,Crypto-Native Fund,--,--,"May 07, 2024",5,5,--
Active,Kyber Ventures,Crypto Projects Venture,Singapore,--,"May 03, 2024",5,24,--
Active,nonce Classic,- -,Korea,2021,"May 02, 2024",5,5,--
Active,FJ Labs,Traditional Fund,--,2015,"May 01, 2024",5,40,--
Active,HV Capital,Traditional Fund,--,--,"Apr 26, 2024",5,7,--
Active,GD10 Ventures,Crypto-Native Fund,Britain,2018,"Apr 24, 2024",5,35,--
Active,Sequoia Capital,Traditional Fund,United States,1972,"Apr 23, 2024",5,38,$60 M
Active,XVC Tech,Crypto-Native Fund,--,--,"Apr 20, 2024",5,6,--
Active,Vitalbridge Capital,Traditional Fund,Chinese Mainland,--,"Apr 17, 2024",5,10,--
Active,3Commas Capital,Crypto-Native Fund,--,--,"Apr 17, 2024",5,18,--
Active,Re7 Capital,Crypto-Native Fund,Britain,2021,"Apr 17, 2024",5,9,--
Active,Republic Crypto,Crypto-Native Fund,United States,2017,"Apr 12, 2024",5,18,--
Active,Metabros,- -,- -,--,"Apr 11, 2024",5,5,--
Active,G1 Ventures,Crypto-Native Fund,--,--,"Apr 11, 2024",5,16,--
Active,VistaLabs,Crypto-Native Fund,Korea,2021,"Apr 10, 2024",5,15,--
Active,Press Start Capital,Crypto-Native Fund,--,--,"Apr 09, 2024",5,12,--
Active,Bodhi Ventures,Crypto-Native Fund,--,--,"Apr 09, 2024",5,8,--
Active,Accomplice,Traditional Fund,United States,2015,"Apr 09, 2024",5,25,--
Active,Everyrealm,- -,United States,2021,"Apr 04, 2024",5,18,--
Active,General Catalyst,Traditional Fund,--,2000,"Apr 02, 2024",5,27,--
Active,500 Global,Others,United States,2011,"Mar 28, 2024",5,24,--
Active,Fundamental Labs,Crypto-Native Fund,Chinese Mainland,2016,"Mar 27, 2024",5,99,--
Active,Kosmos Ventures,Crypto-Native Fund,Australia,2017,"Mar 26, 2024",5,31,--
Active,Slow Ventures,Traditional Fund,United States,2009,"Mar 21, 2024",5,47,--
Active,Karatage,Traditional Fund,--,--,"Mar 08, 2024",5,10,--
Active,Algorand Foundation,- -,- -,--,"Feb 06, 2024",5,31,--
Active,Speedinvest,Traditional Fund,--,--,"Jan 18, 2024",5,12,--
Active,f.actor,Crypto-Native Fund,--,--,"Nov 22, 2023",5,20,--
Active,Moonhill Capital,Crypto-Native Fund,--,2013,"Jul 19, 2024",4,15,--
Active,Jsquare,Crypto-Native Fund,Chinese Mainland,--,"Jul 18, 2024",4,36,--
Active,Animoca Ventures,Crypto-Native Fund,Hong Kong,2022,"Jul 16, 2024",4,7,--
Active,Kraynos Capital,Crypto-Native Fund,--,--,"Jul 15, 2024",4,5,--
Active,Delta Blockchain Fund,Crypto-Native Fund,--,2021,"Jul 15, 2024",4,35,$30 M
Active,Sharding Capital,Traditional Fund,--,--,"Jul 12, 2024",4,9,--
Active,STIX,- -,Britain,2022,"Jul 12, 2024",4,4,--
Active,Square Enix,Traditional Enterprises,Japan,2009,"Jul 12, 2024",4,7,--
Active,Varys Capital,Crypto-Native Fund,Thailand,2018,"Jul 10, 2024",4,10,--
Active,Metalpha,- -,Hong Kong,2021,"Jul 09, 2024",4,5,--
Active,Gnosis,- -,Germany,2015,"Jul 09, 2024",4,15,--
Active,NEAR Protocol,- -,United States,2018,"Jul 09, 2024",4,8,--
Active,Uniswap Ventures,Crypto Projects Venture,United States,2022,"Jul 03, 2024",4,19,--
Active,DBA,Crypto-Native Fund,United States,--,"Jul 01, 2024",4,4,--
Active,Ticker Capital,Crypto-Native Fund,--,2018,"Jun 27, 2024",4,8,--
Active,Caballeros Capital,Crypto-Native Fund,--,2021,"Jun 25, 2024",4,22,--
Active,Hash CIB,Crypto-Native Fund,--,2018,"Jun 21, 2024",4,22,--
Active,Hidden Street Capital,Crypto-Native Fund,--,--,"Jun 20, 2024",4,4,--
Active,PANONY,- -,Chinese Mainland,2018,"Jun 20, 2024",4,31,--
Active,280 Capital,Crypto-Native Fund,--,--,"Jun 18, 2024",4,10,--
Active,Connectico Capital,Crypto-Native Fund,--,--,"Jun 14, 2024",4,4,--
Active,DAO Maker,- -,- -,2018,"Jun 14, 2024",4,49,--
Active,Lyrik Ventures,Crypto-Native Fund,Britain,2021,"Jun 13, 2024",4,7,--
Active,L1D,Crypto-Native Fund,Switzerland,--,"Jun 10, 2024",4,12,$152 M
Active,TKX Capital,Crypto-Native Fund,--,--,"Jun 10, 2024",4,13,$25 M
Active,DCI Capital,Crypto-Native Fund,--,--,"Jun 06, 2024",4,7,--
Active,Road Capital,Crypto-Native Fund,United States,2021,"Jun 05, 2024",4,17,--
Active,Redpoint China Ventures,Traditional Fund,Chinese Mainland,--,"Jun 05, 2024",4,11,--
Active,Chapter One,Crypto-Native Fund,United States,2017,"Jun 04, 2024",4,43,$40 M
Active,Polygon,- -,India,2017,"Jun 04, 2024",4,28,--
Active,Play Ventures,Traditional Fund,--,2018,"Jun 03, 2024",4,30,--
Active,IBC Group,Crypto-Native Fund,--,2017,"May 31, 2024",4,10,--
Active,Everstake,- -,Ukraine,2018,"May 30, 2024",4,7,--
Active,Bullish,- -,"Hong Kong, United States, Singapore",2021,"May 30, 2024",4,4,--
Active,Tané,Crypto-Native Fund,--,2022,"May 29, 2024",4,9,--
Active,FBG Capital,Crypto-Native Fund,--,2015,"May 29, 2024",4,123,--
Active,Metaplanet,Traditional Fund,Denmark,2011,"May 22, 2024",4,7,--
Active,Plassa Capital,Crypto-Native Fund,United States,--,"May 20, 2024",4,7,--
Active,Typhon Ventures,Crypto-Native Fund,--,2023,"May 17, 2024",4,4,--
Active,Heartcore,Crypto-Native Fund,--,--,"May 14, 2024",4,7,--
Active,Cherry Crypto,Crypto-Native Fund,--,2021,"May 14, 2024",4,18,$32.17 M
Active,DeSpread,- -,Korea,2019,"May 13, 2024",4,8,--
Active,Gossamer Capital,Crypto-Native Fund,--,--,"May 13, 2024",4,9,--
Active,Deribit,- -,- -,2015,"May 08, 2024",4,10,--
Active,Alpha Capital,Crypto-Native Fund,Turkey,2020,"May 08, 2024",4,8,--
Active,LambdaClass,- -,Argentina,--,"May 08, 2024",4,7,--
Active,Yield Guild Games,- -,Philippines,2020,"May 07, 2024",4,47,--
Active,Leland Ventures,Crypto-Native Fund,--,2021,"May 07, 2024",4,15,--
Active,ED3N Ventures,Crypto-Native Fund,--,--,"May 07, 2024",4,10,--
Active,Soma Capital,Traditional Fund,United States,2015,"May 03, 2024",4,42,--
Active,Pivot,Crypto-Native Fund,--,2023,"May 02, 2024",4,4,--
Active,Tempo,Crypto-Native Fund,--,--,"Apr 26, 2024",4,4,--
Active,Insignius Capital,Crypto-Native Fund,Sweden,2017,"Apr 23, 2024",4,15,--
Active,D64 Ventures,Crypto-Native Fund,--,2020,"Apr 22, 2024",4,18,--
Active,PetRock Capital,Crypto-Native Fund,Singapore,2020,"Apr 21, 2024",4,41,--
Active,Brotherhood Ventures,Crypto-Native Fund,--,2021,"Apr 19, 2024",4,7,--
Active,ZC Capital,Crypto-Native Fund,--,--,"Apr 18, 2024",4,18,--
Active,Decubate,- -,- -,2021,"Apr 17, 2024",4,4,--
Active,PG,- -,- -,--,"Apr 17, 2024",4,4,--
Active,Metavest Capital,Crypto-Native Fund,--,--,"Apr 17, 2024",4,14,--
Active,Avon Ventures,Crypto-Native Fund,--,--,"Apr 16, 2024",4,24,--
Active,VanEck,Traditional Enterprises,United States,1955,"Apr 16, 2024",4,7,--
Active,Vessel Capital,Crypto-Native Fund,United States,2021,"Apr 13, 2024",4,7,$55 M
Active,Magnus capital,Crypto-Native Fund,--,2017,"Apr 12, 2024",4,91,--
Active,BaboonVC,Crypto-Native Fund,--,--,"Apr 12, 2024",4,12,--
Active,Compute Ventures,Crypto-Native Fund,--,--,"Apr 05, 2024",4,10,--
Active,Master Ventures,Crypto-Native Fund,Hong Kong,2013,"Apr 03, 2024",4,92,$30 M
Active,Jump Capital,Traditional Fund,--,2012,"Apr 03, 2024",4,81,$350 M
Active,Token Bay Capital,Crypto-Native Fund,--,2021,"Apr 02, 2024",4,18,--
Active,Alpha Protocol Ventures,Crypto-Native Fund,--,--,"Apr 02, 2024",4,4,$20 M
Active,BitValue Capital,Crypto-Native Fund,--,2021,"Mar 28, 2024",4,5,$100 M
Active,Ouroboros Capital,Crypto-Native Fund,--,--,"Mar 26, 2024",4,5,--
Active,Susquehanna International Group,Traditional Fund,United States,1987,"Mar 26, 2024",4,20,--
Active,Republic Capital,Traditional Fund,--,2019,"Mar 26, 2024",4,96,--
Active,MarketAcross,- -,- -,--,"Mar 22, 2024",4,14,--
Active,Shorooq Partners,Traditional Fund,--,--,"Mar 19, 2024",4,3,--
Active,UDHC,Crypto-Native Fund,--,2021,"Mar 19, 2024",4,23,--
Active,The LAO,- -,- -,2019,"Mar 11, 2024",4,101,--
Active,Continue Capital,Crypto-Native Fund,United States,2014,"Mar 05, 2024",4,48,--
Active,Cadenza Ventures,Crypto-Native Fund,United States,2018,"Feb 27, 2024",4,33,$50 M
Active,Node Capital,Crypto-Native Fund,--,2021,"Feb 27, 2024",4,13,--
Active,Eureka Partners,Crypto-Native Fund,--,2022,"Feb 22, 2024",4,4,--
Active,Owl Ventures,Crypto-Native Fund,Britain,2021,"Feb 05, 2024",4,13,--
Active,MT Capital,Crypto-Native Fund,United States,--,"Jan 30, 2024",4,11,--
Active,Ankr,- -,- -,2017,"Jan 19, 2024",4,18,--
Active,Inflection,Crypto-Native Fund,--,2019,"Jan 12, 2024",4,29,$40 M
Active,BasementDAO,- -,- -,2021,"Jan 10, 2024",4,4,--
Active,KXVC,Traditional Enterprises,--,2023,"Jul 19, 2024",3,4,--
Active,Concave,- -,- -,2021,"Jul 18, 2024",3,7,--
Active,Bodl Ventures,Crypto-Native Fund,--,2022,"Jul 18, 2024",3,7,--
Active,Wise3 Ventures,Crypto-Native Fund,--,--,"Jul 18, 2024",3,3,--
Active,Axia8 Ventures,Crypto-Native Fund,Chinese Mainland,2020,"Jul 17, 2024",3,45,--
Active,SALT Fund,Traditional Fund,--,--,"Jul 16, 2024",3,5,--
Active,Velocity Capital,Crypto-Native Fund,--,--,"Jul 16, 2024",3,3,--
Active,Auros,- -,- -,--,"Jul 12, 2024",3,3,--
Active,Crit Ventures,Traditional Enterprises,Korea,2020,"Jul 12, 2024",3,9,--
Active,Alter Global,Traditional Fund,United States,2015,"Jul 12, 2024",3,4,--
Active,Peak XV Partners,Traditional Fund,India,2000,"Jul 12, 2024",3,23,--
Active,Ledger,- -,France,2014,"Jul 09, 2024",3,8,--
Active,Tezos,- -,Switzerland,2014,"Jul 09, 2024",3,14,--
Active,Perridon Ventures,Crypto-Native Fund,United Arab Emirates,--,"Jul 09, 2024",3,13,--
Active,Fasanara Capital,Traditional Fund,Britain,2011,"Jul 09, 2024",3,6,--
Active,AlphaCrypto Capital,Crypto-Native Fund,--,2021,"Jul 05, 2024",3,6,--
Active,Lavender Capital,Crypto-Native Fund,--,--,"Jul 05, 2024",3,6,--
Active,y2z Ventures,Crypto-Native Fund,Chinese Mainland,2021,"Jul 04, 2024",3,42,--
Active,Exnetwork Capital,Crypto-Native Fund,--,2018,"Jul 04, 2024",3,81,--
Active,vVv Ventures,Crypto-Native Fund,--,--,"Jul 04, 2024",3,6,--
Active,Ambush Capital,Crypto-Native Fund,United States,--,"Jul 04, 2024",3,5,--
Active,Assembly Partners,Crypto-Native Fund,--,2021,"Jul 01, 2024",3,6,--
Active,HC Capital,Crypto-Native Fund,--,--,"Jun 27, 2024",3,7,--
Active,Illuminati Capital,Crypto-Native Fund,United Arab Emirates,--,"Jun 27, 2024",3,3,--
Active,Orbs,- -,Israel,2017,"Jun 27, 2024",3,5,--
Active,SkyBridge20 Ventures,Crypto-Native Fund,--,--,"Jun 25, 2024",3,5,--
Active,Manta Network,- -,Chinese Mainland,2020,"Jun 25, 2024",3,4,--
Active,Spark Capital,Traditional Fund,United States,2005,"Jun 25, 2024",3,24,--
Active,IDEO CoLab Ventures,Traditional Fund,United States,2014,"Jun 25, 2024",3,63,$21 M
Active,ID Theory,Crypto-Native Fund,--,--,"Jun 24, 2024",3,13,--
Active,OnePiece Labs,- -,- -,2022,"Jun 23, 2024",3,4,--
Active,Simurg Labs,Crypto-Native Fund,--,--,"Jun 21, 2024",3,3,--
Active,Luganodes,- -,Switzerland,2022,"Jun 19, 2024",3,4,--
Active,Woodstock,Crypto-Native Fund,--,2019,"Jun 19, 2024",3,54,--
Active,NEAR Foundation,Crypto Projects Venture,Switzerland,--,"Jun 13, 2024",3,21,--
Active,Cointelegraph,- -,United States,2013,"Jun 13, 2024",3,3,--
Active,Druid Ventures,Crypto-Native Fund,United States,--,"Jun 13, 2024",3,7,--
Active,Titans Ventures,Crypto-Native Fund,Vietnam,2020,"Jun 12, 2024",3,45,--
Active,Boyaa Interactive,Traditional Enterprises,"Hong Kong, Shenzhen",--,"Jun 12, 2024",3,3,--
Active,Superchain Capital,Crypto-Native Fund,Singapore,--,"Jun 12, 2024",3,7,--
Active,Spyre Capital,Crypto-Native Fund,--,--,"Jun 12, 2024",3,3,--
Active,SuperLayer,Crypto-Native Fund,--,2021,"Jun 11, 2024",3,5,--
Active,V3ntures,Crypto-Native Fund,France,2023,"Jun 10, 2024",3,5,--
Active,Bella Protocol,- -,Singapore,2019,"Jun 07, 2024",3,10,--
Active,Tido Capital,Crypto-Native Fund,--,--,"Jun 07, 2024",3,4,--
Active,Department of XYZ,Crypto-Native Fund,United States,--,"Jun 06, 2024",3,6,--
Active,Forward Research,Crypto Projects Venture,--,--,"Jun 06, 2024",3,3,--
Active,Contribution Capital,Crypto-Native Fund,--,--,"Jun 06, 2024",3,6,--
Active,SuDo Research,- -,Taiwan,2021,"Jun 04, 2024",3,3,--
Active,Elixir Capital,Crypto-Native Fund,--,--,"Jun 04, 2024",3,3,--
Active,XT.COM,- -,- -,2018,"May 31, 2024",3,3,--
Active,Ledger Capital,Crypto-Native Fund,Chinese Mainland,2017,"May 31, 2024",3,8,--
Active,InfStones,- -,"Chinese Mainland, United States",2018,"May 30, 2024",3,3,--
Active,Backed,Traditional Fund,Britain,--,"May 29, 2024",3,12,--
Active,Krypital Group,- -,--,2017,"May 29, 2024",3,38,--
Active,Cipholio Ventures,Crypto-Native Fund,--,2021,"May 29, 2024",3,26,--
Active,Alchemy Pay,- -,Chinese Mainland,2018,"May 29, 2024",3,5,--
Active,Krypital Group,- -,--,2017,"May 29, 2024",3,38,--
Active,Ascensive Assets,Crypto-Native Fund,--,2020,"May 28, 2024",3,54,$154 M
Active,Longling Capital,Traditional Fund,Chinese Mainland,2012,"May 23, 2024",3,23,--
Active,Coinswitch,- -,India,2017,"May 23, 2024",3,7,--
Active,Not3Lau Capital,Crypto-Native Fund,--,2021,"May 22, 2024",3,14,--
Active,Impossible Finance,- -,- -,2020,"May 22, 2024",3,24,--
Active,Pentos Ventures,Crypto-Native Fund,--,--,"May 20, 2024",3,3,--
Active,Moni,- -,- -,--,"May 19, 2024",3,3,--
Active,Blockchain.com,- -,Britain,2011,"May 15, 2024",3,37,--
Active,The Rollup,- -,- -,--,"May 15, 2024",3,3,--
Active,Mulana Capital,Crypto-Native Fund,Hong Kong,2021,"May 14, 2024",3,8,--
Active,DWeb3 Capital,Crypto-Native Fund,--,2018,"May 14, 2024",3,75,--
Active,Trust Machines,- -,United States,--,"May 13, 2024",3,5,--
Active,YBB Foundation,Crypto-Native Fund,Chinese Mainland,2013,"May 09, 2024",3,39,--
Active,SWC Global,Traditional Fund,Singapore,--,"May 09, 2024",3,3,--
Active,SMAPE Capital,Crypto-Native Fund,Germany,2021,"May 09, 2024",3,8,--
Active,Hustle Fund,Traditional Fund,United States,2017,"May 06, 2024",3,13,--
Active,UpHonest Capital,Traditional Fund,United States,--,"May 03, 2024",3,17,--
Active,DWF Ventures,Crypto-Native Fund,--,2023,"May 01, 2024",3,3,$20 M
Active,Paxos,- -,United States,2013,"May 01, 2024",3,9,--
Active,XBorg,- -,- -,2022,"May 01, 2024",3,3,--
Active,Puzzle Ventures,Crypto-Native Fund,Chinese Mainland,--,"May 01, 2024",3,31,--
Active,Triple Gem Capital,Crypto-Native Fund,--,--,"Apr 29, 2024",3,4,--
Active,Theta Blockchain Ventures,Crypto-Native Fund,--,--,"Apr 25, 2024",3,6,--
Active,CoinList,- -,United States,2017,"Apr 24, 2024",3,12,--
Active,SuperMassive,Crypto-Native Fund,--,--,"Apr 23, 2024",3,3,--
Active,Ape Terminal,- -,- -,2023,"Apr 22, 2024",3,3,--
Active,Seier Capital,Crypto-Native Fund,--,--,"Apr 18, 2024",3,5,--
Active,Boxmining,- -,Hong Kong,--,"Apr 17, 2024",3,3,--
Active,Black Dragon Capital,Others,United States,2013,"Apr 17, 2024",3,15,--
Active,Taureon,Crypto-Native Fund,--,--,"Apr 13, 2024",3,27,--
Active,Onemax Capital,Crypto-Native Fund,--,2019,"Apr 12, 2024",3,6,--
Active,Duplicate Capital,Crypto-Native Fund,--,--,"Apr 10, 2024",3,3,--
Active,Ribbit Capital,Traditional Fund,United States,2012,"Apr 10, 2024",3,34,--
Active,Halvings Capital,Crypto-Native Fund,Spain,2021,"Apr 10, 2024",3,10,--
Active,Artichoke Capital,Crypto-Native Fund,Singapore,2021,"Apr 10, 2024",3,6,--
Active,Makers Fund,Traditional Fund,--,--,"Apr 09, 2024",3,17,--
Active,Social Graph Ventures,Crypto-Native Fund,--,2023,"Apr 05, 2024",3,5,--
Active,Alchemy,- -,United States,2017,"Apr 04, 2024",3,4,--
Active,Covey,Others,--,2023,"Apr 03, 2024",3,3,--
Active,MV Global,Crypto-Native Fund,--,2019,"Apr 03, 2024",3,25,--
Active,BOOGLE,- -,- -,2021,"Apr 03, 2024",3,4,--
Active,CoinShares,- -,Britain,2014,"Apr 02, 2024",3,22,--
Active,Hex Trust,- -,Hong Kong,2018,"Apr 01, 2024",3,5,--
Active,Prismatic Capital,Crypto-Native Fund,--,--,"Mar 28, 2024",3,3,--
Active,Negentropy Capital,Crypto-Native Fund,--,2020,"Mar 28, 2024",3,3,--
Active,GoldenChain,Crypto-Native Fund,--,2023,"Mar 28, 2024",3,3,--
Active,Cumberland DRW,- -,- -,2014,"Mar 26, 2024",3,12,--
Active,Lightning Ventures,Crypto-Native Fund,United States,2021,"Mar 26, 2024",3,32,--
Active,Future3 Campus,- -,- -,--,"Mar 26, 2024",3,3,--
Active,Lotus Capital,Crypto-Native Fund,--,--,"Mar 25, 2024",3,38,--
Active,Luminescence Capital,Crypto-Native Fund,--,--,"Mar 22, 2024",3,3,--
Active,Emchain,- -,United Arab Emirates,2020,"Mar 22, 2024",3,3,--
Active,Wizards Capital,Crypto-Native Fund,--,--,"Mar 20, 2024",3,4,--
Active,Motier Ventures,Traditional Enterprises,France,2021,"Mar 19, 2024",3,5,--
Active,GFR Fund,Traditional Fund,United States,--,"Mar 19, 2024",3,9,--
Active,EMURGO,- -,- -,--,"Mar 18, 2024",3,7,--
