Rank,Name,Price,Market Cap,FDV,Ecosystem,Exchange
78,Flare Network FLR,$0.016,$716.97 M,$1.68 B,,"Coinbase, OKX, HTX, Bybit, KuCoin, Kraken, Bitstamp, Bitfinex, MEXC, Crypto.com, Gate.io, BitMEX, XT.COM, BingX, BitMart, Phemex, Bitrue, Poloniex, Bitbank, Bitvavo, CoinEx, HitBTC"
78,Merit Circle BEAM,$0.014,$703.1 M,$887.42 M,,CoinEx
79,Ethereum Name Service ENS,$20.83,$684.3 M,$2.08 B,Ethereum,"Binance, Coinbase, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, Bitstamp, MEXC, Crypto.com, Gate.io, XT.COM, Deepcoin, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo, BIGONE, Bilaxy, CoinEx, HitBTC, BTSE"
81,Tezos XTZ,$0.6739,$669.76 M,$696.14 M,,"Bitget, Bybit, KuCoin, Kraken, Bitfinex, MEXC, Crypto.com, Gate.io, Phemex, AscendEX, Bitrue, Bitkub, Tokocrypto, Bitvavo, Coinlist, FameEX, BIGONE, CoinEx, HitBTC, BTSE"
82,Neo NEO,$9.48,$669.31 M,$948.86 M,,"Bitget, Bybit, Upbit, KuCoin, Kraken, Bitfinex, MEXC, Crypto.com, Gate.io, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Tokocrypto, Bitvavo, BIGONE, CoinEx, HitBTC"
82,eCash XEC,$0.000034,$682.52 M,$726.15 M,,"Binance, HTX, Bitget, Bybit, Upbit, KuCoin, MEXC, Gate.io, XT.COM, BingX, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Tokocrypto, FameEX, BIGONE, CoinEx, HitBTC"
83,Gate.io GT,$7.07,$660.15 M,$2.12 B,,HitBTC
84,dYdX DYDX,$1.07,$651.33 M,$843.81 M,"Cosmos, StarkEx","Binance, OKX, HTX, KuCoin"
85,StarkNet STRK,$0.3998,$647.7 M,$3.99 B,Ethereum,"FameEX, CoinEx, BTSE"
86,The Sandbox SAND,$0.2715,$620.36 M,$814.75 M,"Ethereum, Polygon",
87,Gala GALA,$0.018,$618.75 M,$656.39 M,"Ethereum, BNB Chain",
89,Akash Network AKT,$2.43,$602.37 M,$947.85 M,,"Coinbase, HTX, Bybit, Upbit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, Osmosis, XT.COM, AscendEX, Bitrue, CoinEx, HitBTC"
89,ORDI ORDI,$28.39,$596.25 M,$596.25 M,Bitcoin,"Crypto.com, Gate.io, XT.COM, FameEX, BIGONE, CoinEx, BTSE"
90,Nexo NEXO,$1.05,$591.59 M,$1.05 B,,"Uniswap, QuickSwap, XT.COM, FameEX, CoinEx, HitBTC"
91,Ethena ENA,$0.3248,$586.75 M,$4.87 B,"Ethereum, Injective","BitMEX, Uniswap, XT.COM, FameEX, CoinEx, BTSE"
92,Ronin RON,$1.67,$574.55 M,$1.67 B,Ethereum,"Binance, OKX, Bitget, Bybit, MEXC, Gate.io, XT.COM, BingX, BitMart, WhiteBIT, Phemex, Coinone, Bitkub, Bitvavo, CoinEx"
93,Conflux CFX,$0.1325,$562.27 M,$666.69 M,,"Binance, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, XT.COM, Deepcoin, LATOKEN, LBank, BingX, BitMart, Phemex, Toolbit, Coinone, Bitrue, Tokocrypto, Bitvavo, FameEX, CoinEx, HitBTC"
94,Worldcoin WLD,$1.75,$549.17 M,$17.5 B,Optimism,"Crypto.com, Gate.io, BitMEX, Uniswap, OpenOcean, XT.COM, Deepcoin, LBank, BingX, BitMart, WhiteBIT, Coinlist, FameEX, CoinEx, HitBTC, BTSE"
95,AIOZ Network AIOZ,$0.4867,$541.32 M,$541.32 M,,"Coinbase, HTX, Bybit, KuCoin, Bitfinex, MEXC, Crypto.com, Gate.io, Uniswap, PancakeSwap, SushiSwap, OpenOcean, XT.COM, LATOKEN, Bitrue, Bitvavo, CoinEx"
96,Zcash ZEC,$32.58,$532.02 M,$684.24 M,,"FameEX, BIGONE, CoinEx, HitBTC"
97,BOOK OF MEME BOME,$0.0075,$521.97 M,$521.97 M,Solana,"FameEX, CoinEx, BTSE"
98,Decentraland MANA,$0.2755,$513.68 M,$617.78 M,"Ethereum, Polygon","Binance, Coinbase, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, Bitfinex, MEXC, Gate.io, XT.COM, ProBit, Deepcoin, LATOKEN, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Bitrue, Bitkub, Bitbank, Coinstore, Tokocrypto, Bitvavo, Bitso, FameEX, BIGONE, CoinEx, HitBTC, BTSE"
99,Chiliz CHZ,$0.056,$504.31 M,$511.13 M,,"Binance, Coinbase, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, Bitstamp, Bitfinex, MEXC, Crypto.com, Gate.io, XT.COM, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Bitrue, Bitkub, Bitbank, Coinstore, Tokocrypto, Bitvavo, Bitso, Bullish, FameEX, BIGONE, CoinEx, HitBTC, BTSE"
100,Klaytn KLAY,$0.1268,$481.73 M,$760.03 M,,"Deepcoin, LBank, BingX, BitMart, WhiteBIT, CoinEx, HitBTC, BTSE"
101,SATS 1000SATS,$0.00022,$478.44 M,$478.44 M,Bitcoin,
102,Mina MINA,$0.4182,$476.88 M,$492.63 M,,"Bitget, Bybit, Upbit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, XT.COM"
103,Synthetix SNX,$1.45,$476.68 M,$477.3 M,"Ethereum, Arbitrum, Optimism, Base","Binance, Coinbase, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, Bitstamp, Bitfinex, MEXC, Crypto.com, Gate.io, Uniswap, QuickSwap, SushiSwap, XT.COM, Deepcoin, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Bitkub, Currency.com, Coinstore, Tokocrypto, Bitvavo"
104,Raydium RAY,$1.71,$452.99 M,$953.86 M,Solana,"Binance, OKX, Bitget, Upbit, KuCoin, Kraken, MEXC, Gate.io, Raydium, Orca, Jupiter, XT.COM, BingX, BitMart, Phemex, Toolbit, Bitrue, Poloniex, Tokocrypto, Bitvavo, CoinEx, HitBTC"
104,Gnosis Chain GNO,$179.81,$465.64 M,$539.44 M,Ethereum,
105,Gnosis GNO,$179.81,$465.64 M,$539.44 M,Ethereum,
107,Oasis Network ROSE,$0.067,$452.68 M,$689.75 M,,
108,IOTA MIOTA,$0.1336,$449.47 M,$449.47 M,,
109,Safe Safe,$0.9585,$444.53 M,$958.54 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Gnosis Chain, Celo, Aurora",
110,Pendle PENDLE,$2.73,$430.38 M,$707.59 M,"Ethereum, BNB Chain, Avalanche, Arbitrum, Mantle, (soon)","Binance, HTX, Bitget, Bybit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, Uniswap, Camelot, TraderJoe, SushiSwap, OpenOcean, XT.COM, Deepcoin, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Tokocrypto, Bitvavo, Bilaxy, CoinEx, HitBTC, BTSE"
111,Otherside APE,$0.6298,$424.6 M,$635.63 M,Ethereum,"Binance, Coinbase, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, Bitfinex, MEXC, Crypto.com, Gate.io, XT.COM, Phemex, AscendEX, Toolbit, Bitrue, Coinstore, Tokocrypto, Bitvavo, Bitso, Bullish, FameEX, BIGONE, CoinEx, BTSE"
111,FTX FTT,$1.3,$428.45 M,$428.45 M,,"LBank, BingX, AscendEX, Toolbit, Bitrue, Poloniex, Bitvavo, FameEX, CoinEx, HitBTC"
113,zkSync ZK,$0.1148,$422.13 M,$2.41 B,Ethereum,"Bitget, Bybit, KuCoin, Bitfinex, MEXC, Crypto.com, Gate.io, BitMEX, SyncSwap, XT.COM, Deepcoin, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo, CoinEx"
114,Bitcoin Gold BTG,$23.7,$415.18 M,$497.82 M,,
114,Astar ASTR,$0.059,$418.13 M,$484.09 M,Polkadot,"Binance, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, XT.COM, LBank, BingX, BitMart, WhiteBIT, Phemex, Toolbit, Coinone, Bitrue, Poloniex, Bitbank, Tokocrypto, Bitvavo, BIGONE, CoinEx, HitBTC"
117,PancakeSwap CAKE,$1.66,$401.4 M,$748.2 M,"Ethereum, BNB Chain, Arbitrum, ZkSync, Linea, Aptos, Conflux, Polygon zkEVM, Monad, (soon)",
118,LayerZero ZRO,$3.59,$398.98 M,$3.58 B,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Aptos, Near, Fantom, Scroll, Celo, Metis, Zora, Fuse, Conflux, Klaytn, Polygon zkEVM, Canto, Astar, Blast, Mantle, OKC, Merlin Chain, BOB, Meter, Mode, Manta, opBNB, Flare Network, Monad, (soon), Berachain, (soon)","Crypto.com, Gate.io, XT.COM, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Bitrue, Poloniex, Tokocrypto, Bitvavo, Bilaxy, CoinEx, BTSE"
119,Nervos Network CKB,$0.0089,$399.91 M,$406.18 M,,
120,XDC Network XDC,$0.027,$416.39 M,$1.05 B,,"HTX, Bitget, Bybit, KuCoin, Bitfinex, MEXC, Gate.io, LBank, Phemex, Bitrue, Poloniex, CoinEx, HitBTC"
120,Compound COMP,$47.13,$394.16 M,$471.39 M,"Ethereum, Polygon, Arbitrum, Base, Linea, (testnet)","Uniswap, SushiSwap, XT.COM, Deepcoin, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Bitkub, Currency.com, Tokocrypto, Bitvavo, Bitso, HashKeyExchange, Coinlist, FameEX, CoinEx, HitBTC, BTSE"
121,Aerodrome AERO,$0.6958,$391.94 M,$991.37 M,Base,"Crypto.com, Gate.io, XT.COM, CoinEx, HitBTC"
122,Livepeer LPT,$11.6,$390.79 M,$390.79 M,"Ethereum, Arbitrum, Aptos","Bitget, Bybit, Upbit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, XT.COM, CoinEx, HitBTC, BTSE"
124,Wormhole W,$0.214,$385.21 M,$2.14 B,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Base, Aptos, Near, Fantom, Celo, Aurora, Oasis, Klaytn, Sei Network, Acala, Moonbeam, Algorand, Terra Classic, Injective, X Layer, Monad, (soon)","Binance, OKX, HTX, Crypto.com, Gate.io, CoinEx, BTSE"
125,Axelar AXL,$0.5182,$382.88 M,$610.99 M,"Ethereum, Polygon, BNB Chain, Avalanche, Base, Fantom, Celo, Aurora, Cosmos, Kava, Moonriver","Binance, Coinbase, HTX, Coinlist, FameEX, CoinEx"
126,Terra Classic LUNC,$0.00007,$381.52 M,$476.95 M,Cosmos,"Binance, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, Uniswap, Osmosis, Jupiter, XT.COM, Deepcoin, LATOKEN, BingX, BitMart, Phemex, Toolbit, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo, BIGONE, CoinEx, HitBTC, BTSE"
127,Trust Wallet TWT,$0.915,$381.26 M,$914.77 M,,
128,Bored Ape Yacht Club APE,$0.6295,$380.8 M,$629.53 M,Ethereum,
128,APENFT NFT,$0.00000038,$386.64 M,$386.64 M,"Ethereum, BNB Chain, Tron","OKX, HTX, Bitget, Bybit, KuCoin, Bitfinex, MEXC, Gate.io, LATOKEN, BingX, AscendEX, Coinone, Bitrue, Poloniex, CoinEx, HitBTC"
129,1inch 1INCH,$0.2979,$373.97 M,$446.88 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, ZkSync, Fantom, Celo, Harmony, Aurora, Klaytn, ZkSync, (soon)","Uniswap, PancakeSwap, SushiSwap, XT.COM, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Bitkub, Currency.com, Coinstore, Tokocrypto, Bitvavo, FameEX, Bilaxy, CoinEx, HitBTC, BTSE"
130,WEMIX WEMIX,$0.8879,$362.9 M,$523.88 M,,
131,Kava KAVA,$0.3345,$362.28 M,$362.28 M,Cosmos,
133,MEXC MX,$3.61,$352.92 M,$3.61 B,,
134,SafePal SFP,$0.7689,$355.62 M,$384.45 M,,"Binance, Bitget, Bybit, KuCoin, MEXC, Gate.io, XT.COM, LATOKEN, LBank, BingX, Phemex, AscendEX, Toolbit, Bitrue, Bitkub, Tokocrypto, Bitvavo, FameEX, CoinEx"
134,IoTeX IOTX,$0.036,$347.41 M,$367.96 M,,"Uniswap, PancakeSwap, XT.COM, Phemex, Toolbit, Coinone, Bitrue, Tokocrypto, Bitvavo, FameEX, CoinEx, HitBTC, BTSE"
135,Aragon ANT,$7.65,$330.47 M,$330.47 M,"Ethereum, Polygon, Arbitrum, Base","HTX, Bitget, Bybit, Kraken, MEXC, Gate.io, Uniswap, Bitrue, Currency.com, CoinEx, HitBTC, BTSE"
136,Aevo AEVO,$0.3737,$323.56 M,$373.77 M,"Ethereum, Arbitrum, Optimism","Binance, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, BitMEX, Uniswap, XT.COM, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo, Bilaxy, CoinEx, BTSE"
137,Beldex BDX,$0.048,$320.96 M,$477.05 M,,"Gate.io, Deepcoin, HitBTC"
138,Echelon PRIME,$6.95,$309.12 M,$951 M,Ethereum,"XT.COM, LATOKEN, BingX, BitMart, Phemex, Coinone, Bitvavo, CoinEx"
139,Curve CRV,$0.2575,$304.03 M,$554.24 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Fantom, Celo, Harmony, Kava, Moonbeam, Mantle, X Layer, ZkSync, (soon)","Uniswap, SushiSwap, XT.COM, Deepcoin, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Bitkub, Currency.com, Coinstore, Tokocrypto, Bitvavo, Bitso, Bullish, FameEX, BIGONE, CoinEx, HitBTC, BTSE"
140,aelf ELF,$0.4095,$297.34 M,$388.77 M,,CoinEx
140,Constitution DAO PEOPLE,$0.058,$294.13 M,$294.13 M,Ethereum,"Binance, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, MEXC, Gate.io, Uniswap, Raydium, XT.COM, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Bitrue, Poloniex, Tokocrypto, Bitvavo, FameEX, BIGONE, CoinEx, HitBTC, BTSE"
141,Golem GLM,$0.2948,$297.19 M,$301.06 M,Ethereum,"Phemex, Coinone, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo, CoinEx, HitBTC"
143,Jito JTO,$2.36,$294.19 M,$2.36 B,Solana,"BitMEX, Raydium, Orca, Jupiter, XT.COM, Deepcoin, LBank, BingX, BitMart, WhiteBIT, FameEX, CoinEx, HitBTC, BTSE"
144,Manta Network MANTA,$0.7581,$283.23 M,$758.15 M,,"Binance, HTX, Bitget, Bybit, KuCoin, MEXC, BitMEX, XT.COM, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Tokocrypto, Bitvavo"
145,Galxe G,$0.038,$280.46 M,$465.32 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Optimism, Base, StarkNet, ZkSync, Linea, Aptos, Fantom, Scroll, IoTeX, Flow, Polygon zkEVM, Sei Network, Moonbeam, Injective, OKC, Aleph Zero, Mint, Manta, LightLink, X Layer","Binance, OKX, HTX, Bitget, Bybit, MEXC, Phemex, AscendEX, Toolbit, Bitrue, Poloniex, Tokocrypto, Bitvavo"
146,WOO Network WOO,$0.1465,$280.89 M,$326.37 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, ZkSync, Linea, Fantom, Polygon zkEVM","Binance, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, Bitfinex, MEXC, Crypto.com, Gate.io, Phemex, AscendEX, Toolbit, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo, FameEX, CoinEx, HitBTC, BTSE"
147,Dash DASH,$23.1,$275.1 M,$436.74 M,,"Binance, Coinbase, HTX, Bybit, KuCoin, Kraken, Bitfinex, MEXC, Gate.io, BIGONE, CoinEx, HitBTC"
148,STEPN GMT,$0.1201,$274.83 M,$638.1 M,"BNB Chain, Solana","Binance, Coinbase, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, MEXC, BitMEX, Raydium, Orca, Jupiter, XT.COM, FameEX, CoinEx, HitBTC, BTSE"
149,Kusama KSM,$17.9,$273.74 M,$273.74 M,,"Binance, Coinbase, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, Bitfinex, MEXC, LBank, BingX, BitMart, WhiteBIT, FameEX, BIGONE, CoinEx, HitBTC, BTSE"
150,Convex Finance CVX,$2.78,$270.82 M,$277.31 M,Ethereum,"FameEX, CoinEx, HitBTC, BTSE"
151,Zilliqa ZIL,$0.014,$267.96 M,$277.83 M,,"FameEX, CoinEx, HitBTC, BTSE"
152,M2 MMX,$1.83,$266.96 M,$985.24 M,,
153,Terra LUNA,$0.3283,$266.57 M,$389.59 M,Cosmos,"BitMEX, Osmosis, XT.COM, Deepcoin, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Bitrue, Poloniex, Tokocrypto, Bitvavo"
155,Blur BLUR,$0.1471,$262.23 M,$441.53 M,Ethereum,
156,Radix XRD,$0.024,$260.01 M,$319.38 M,,
157,Osmosis OSMO,$0.3843,$259.4 M,$384.31 M,Cosmos,"Bitget, Bybit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, LBank, BingX, BitMart, CoinEx, HitBTC"
158,Memeland MEME,$0.01,$259.51 M,$758.22 M,,
159,SuperVerse SUPER,$0.5195,$253.42 M,$519.55 M,"Ethereum, BNB Chain","Binance, Coinbase, HTX, Bitget, Bybit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, BitMEX, XT.COM, LBank, BingX, BitMart, WhiteBIT, Phemex, Toolbit, Bitrue, Poloniex, Tokocrypto, Bitvavo, Bilaxy, CoinEx"
160,Rocket Pool RPL,$12.55,$258.55 M,$258.55 M,"Ethereum, ZkSync",
161,Aethir ATH,$0.063,$258.23 M,$2.91 B,"Ethereum, Arbitrum","BIGONE, Bilaxy, CoinEx, BTSE"
162,0x ZRX,$0.3046,$258.19 M,$304.65 M,"Ethereum, Polygon, Avalanche, Optimism, Fantom, Celo","CoinEx, HitBTC, BTSE"
163,Enjin ENJ,$0.1545,$257.2 M,$282.09 M,Ethereum,"XT.COM, Bitso, CoinEx, HitBTC, BTSE"
164,Celo CELO,$0.471,$256.85 M,$471.07 M,,
164,Siacoin SC,$0.0044,$258.71 M,$258.84 M,,"Binance, OKX, HTX, Bybit, Upbit, Kraken, MEXC, Crypto.com, Gate.io, XT.COM, BingX, AscendEX, Bitrue, Poloniex, Tokocrypto, BIGONE, CoinEx, HitBTC, BTSE"
165,JustLend JST,$0.026,$262.27 M,$262.27 M,Tron,"Binance, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Bitfinex, MEXC, Gate.io, XT.COM, LATOKEN, BingX, BitMart, WhiteBIT, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Tokocrypto, Bitvavo, CoinEx, HitBTC"
166,Ankr ANKR,$0.025,$252.5 M,$252.5 M,"Bitcoin, Ethereum, BNB Chain, Solana, Avalanche, Arbitrum, Base, Aptos, Near, Fantom, Gnosis Chain, Celo, Harmony, Oasis, Sui, Polkadot, Kusama, MultiversX, OKC, HECO, Nervos, Flare Network, Mantle, (soon)","Crypto.com, Gate.io, Uniswap, XT.COM, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Bitkub, Tokocrypto, Bitvavo"
167,OriginTrail TRAC,$0.6047,$245.18 M,$303.61 M,Polkadot,
168,Brave BAT,$0.1643,$245.73 M,$246.54 M,,
170,Holochain HOT,$0.0013,$242.36 M,$247.83 M,,"Binance, HTX, Bitget, Bybit, MEXC, Crypto.com, Gate.io, Uniswap, XT.COM, LATOKEN, LBank, BingX, BitMart, Phemex, AscendEX, Coinone, Bitrue, Currency.com, Tokocrypto, Bitvavo, FameEX, BIGONE, CoinEx, HitBTC"
170,Nexus Mutual WNXM,$65.3,$241.87 M,$243.51 M,Ethereum,"Uniswap, Bitrue, Poloniex, Bilaxy, CoinEx"
171,Dymension DYM,$1.2,$233.61 M,$1.24 B,Cosmos,"Crypto.com, Gate.io, Phemex, Toolbit, Bitrue, Tokocrypto, Bitvavo"
173,SKALE SKL,$0.041,$229.86 M,$291.67 M,Ethereum,"Phemex, Coinone, Bitrue, Bitkub, Tokocrypto, Bitvavo"
173,Qtum QTUM,$2.2,$231.3 M,$288.26 M,,"Binance, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, Bitfinex, MEXC, Crypto.com, Gate.io, XT.COM, ProBit, LATOKEN, LBank, BingX, BitMart, WhiteBIT, BIGONE, CoinEx, HitBTC"
174,Polymesh POLYX,$0.2124,$228.38 M,$233.2 M,,"Binance, HTX, Bitget, Upbit, KuCoin, Crypto.com, Gate.io, BingX, BitMart, Phemex, Bitrue, Tokocrypto, Bitvavo, CoinEx"
175,GMX GMX,$23.58,$226.63 M,$226.63 M,"Avalanche, Arbitrum","Phemex, AscendEX, Toolbit, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo, FameEX, BIGONE, CoinEx, HitBTC"
176,Avail AVAIL,$0.1297,$222.01 M,$1.29 B,Ethereum,"Phemex, Bitrue, Bilaxy, CoinEx"
177,ssv.network SSV,$23.88,$218.79 M,$276.52 M,Ethereum,
177,NEM XEM,$0.023,$207.37 M,$207.37 M,,"Binance, HTX, Bitget, Bybit, Upbit, KuCoin, MEXC, Gate.io, XT.COM, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Bitrue, Poloniex, Zaif, CoinEx, HitBTC"
179,Illuvium ILV,$48.32,$216.97 M,$401.82 M,"Immutable X, (soon)",
179,Ravencoin RVN,$0.015,$218.21 M,$324.32 M,,"Binance, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, MEXC, Crypto.com, Gate.io, XT.COM, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Bitrue, Currency.com, Tokocrypto, Bitvavo, CoinEx, HitBTC"
180,Metis METIS,$36.61,$216.96 M,$366.1 M,Ethereum,"Uniswap, SushiSwap, Phemex, AscendEX, Bitrue, Poloniex, Tokocrypto, Bitvavo, CoinEx, BTSE"
181,Arkham ARKM,$1.03,$212.35 M,$1.03 B,,
182,EthereumPoW ETHW,$1.97,$212.6 M,$212.6 M,,"Binance, OKX, HTX, Bitget, Bybit, KuCoin, Kraken, Bitfinex, MEXC, Crypto.com, Gate.io, XT.COM, LBank, BingX, BitMart, WhiteBIT, Phemex, AscendEX, Toolbit, Bitrue, Poloniex, BIGONE, CoinEx, HitBTC, BTSE"
183,Ponke PONKE,$0.3714,$206.33 M,$206.33 M,Solana,"Crypto.com, Gate.io, Raydium, Orca, Jupiter, XT.COM, CoinEx, BTSE"
184,Reserve protocol RSR,$0.0041,$209.57 M,$410.45 M,"Ethereum, Base","CoinEx, BTSE"
185,Blast BLAST,$0.011,$207.52 M,$1.43 B,Ethereum,CoinEx
187,OlympusDAO OHM,$12.61,$203.23 M,$274.25 M,Ethereum,
188,Fei Protocol TRIBE,$0.4461,$202.68 M,$455.62 M,Ethereum,
189,Centrifuge CFG,$0.4046,$201.07 M,$222.6 M,"Ethereum, Celo, Polkadot","Gate.io, XT.COM, BingX, Coinone, Bitvavo, Coinlist, CoinEx"
190,Threshold T,$0.019,$195.92 M,$220.53 M,,"Binance, Coinbase, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, MEXC, Crypto.com, Gate.io, XT.COM, LATOKEN, LBank, BingX, BitMart, WhiteBIT, Phemex, Coinone, Bitrue, Poloniex, Tokocrypto, Bitvavo, Coinlist, Bilaxy, CoinEx, HitBTC, BTSE"
191,Ultima ULTIMA,"$6,507.35",$196 M,$593.77 M,,
191,MimbleWimbleCoin MWC,$17.95,$196.75 M,$196.62 M,,WhiteBIT
193,CoinEx Smart Chain CET,$0.068,$192.73 M,$192.77 M,,CoinEx
194,Mask Network MASK,$1.91,$191.56 M,$191.56 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Arbitrum, Optimism, Fantom, Gnosis Chain, Scroll, Harmony, Aurora, Conflux, Flow, Astar","Binance, Coinbase, OKX, HTX, Bitget, Bybit, Upbit, KuCoin, Kraken, MEXC, FameEX, CoinEx, HitBTC, BTSE"
195,Biconomy BICO,$0.2384,$188.28 M,$238.45 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Base, Linea, Gnosis Chain, Scroll, Astar, Blast, Mantle, Chiliz, ZetaChain, Berachain, Manta, opBNB, Core DAO","XT.COM, Phemex, Toolbit, Bitrue, Poloniex, Coinstore, Tokocrypto, Bitvavo, Coinlist, CoinEx, HitBTC"
196,Casper CSPR,$0.015,$186.82 M,$197.08 M,,"OKX, HTX, Bitget, Bybit, KuCoin, Bitstamp, MEXC, Crypto.com, Gate.io, XT.COM, LATOKEN, BingX, BitMart, AscendEX, Bitrue, Bitvavo, Coinlist, CoinEx"
198,Decred DCR,$11.26,$183.04 M,$240.89 M,,
198,Flux FLUX,$0.5221,$183.2 M,$229.75 M,"Ethereum, Polygon, BNB Chain, Solana, Avalanche, Base, Algorand, Tron, Kadena, Ergo","Binance, HTX, Bitget, KuCoin, MEXC, Crypto.com, Gate.io, XT.COM, LATOKEN, BingX, BitMart, WhiteBIT, Phemex, Coinone, Bitrue, Bitkub, Tokocrypto, Bitvavo, CoinEx, HitBTC"
199,Ether.Fi ETHFI,$1.58,$182.08 M,$1.58 B,Ethereum,"BitMEX, XT.COM"
200,Frax FXS,$2.22,$181.83 M,$222.26 M,"Ethereum, Polygon, BNB Chain, Avalanche, Arbitrum, Optimism, Fantom, Scroll, Boba, Harmony, Aurora, Fuse, Evmos, Moonriver, Moonbeam","HTX, Bitget, Bybit, KuCoin, Kraken, MEXC, Phemex, AscendEX, Toolbit, Coinone, Bitrue, Poloniex, Bitkub, Tokocrypto, Bitvavo"
201,QUBIC QUBIC,$0.0000017,$180.2 M,$1.76 B,,"Gate.io, AscendEX, CoinEx"
202,Chia XCH,$16.45,$177.42 M,$522.97 M,,"XT.COM, Deepcoin, LBank, BingX, BitMart, Bitrue, CoinEx, HitBTC"
203,Yearn Finance YFI,"$5,225.82",$174.13 M,$191.5 M,"Ethereum, Optimism, Base, Fantom","Bitso, CoinEx, HitBTC, BTSE"
204,io.net IO,$1.83,$173.77 M,$2.05 B,Solana,"CoinEx, BTSE"
205,Venom VENOM,$0.1725,$170.67 M,$1.38 B,,"Deepcoin, Poloniex, CoinEx"
206,Metaplex MPLX,$0.3099,$171.06 M,$311.51 M,Solana,
