Name,Tag,Ecology,Hyperlink
Ceres Finance,DeFi、Debt Marketplace,None,https://www.rootdata.com/Projects/detail/Ceres%20Finance?k=MTMwNzI%3D
K3 Labs,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/K3%20Labs?k=MTMwNjk%3D
0xVM,Infra、Modular、DA,Bitcoin,https://www.rootdata.com/Projects/detail/0xVM?k=MTMwNjg%3D
StarLand,Infra、DePIN、AI,None,https://www.rootdata.com/Projects/detail/StarLand?k=MTMwNjU%3D
Honeycomb,Infra、Gaming Solutions,Solana,https://www.rootdata.com/Projects/detail/Honeycomb?k=MTMwNjE%3D
Zero-G Finance,DeFi、Restaking、LSD,Ethereum,https://www.rootdata.com/Projects/detail/Zero-G%20Finance?k=MTMwNTk%3D
Magna,Infra、Layer2、Gaming Solutions,Bitcoin,https://www.rootdata.com/Projects/detail/Magna?k=MTMwNTg%3D
SocialTensor,AI,Bittensor,https://www.rootdata.com/Projects/detail/SocialTensor?k=MTMwNTc%3D
Yei Finance,DeFi、Lending,Sei Network,https://www.rootdata.com/Projects/detail/Yei%20Finance?k=MTMwNTY%3D
NOTE,Infra,Bitcoin,https://www.rootdata.com/Projects/detail/NOTE?k=MTMwNTU%3D
SOON,Social,None,https://www.rootdata.com/Projects/detail/SOON?k=MTMwNTQ%3D
Pachinko,Gaming、Gambling Games,None,https://www.rootdata.com/Projects/detail/Pachinko?k=MTMwNTM%3D
Nekoswap,DeFi、Runes、DEX,Bitlayer,https://www.rootdata.com/Projects/detail/Nekoswap?k=MTMwNTA%3D
Bridgg,DeFi、Cross-chain Bridge,"Ethereum, Optimism, Base",https://www.rootdata.com/Projects/detail/Bridgg?k=MTMwNDc%3D
Ethly,DeFi、Stablecoin Protocol,Ethereum,https://www.rootdata.com/Projects/detail/Ethly?k=MTMwNDY%3D
Quoto Finance,Layer2、Entertainment,None,https://www.rootdata.com/Projects/detail/Quoto%20Finance?k=MTMwNDU%3D
PizzaPad,DeFi、Launchpad,B² Network,https://www.rootdata.com/Projects/detail/PizzaPad?k=MTMwNDQ%3D
UTXOSwap,DeFi、DEX、Intent,Nervos,https://www.rootdata.com/Projects/detail/UTXOSwap?k=MTMwNDM%3D
tapswap,Gaming,Solana,https://www.rootdata.com/Projects/detail/tapswap?k=MTMwNDA%3D
EFIHUB,DeFi、Gaming,"Base, TomoChain, Blast",https://www.rootdata.com/Projects/detail/EFIHUB?k=MTMwMzk%3D
MANEKIMANEKI,Meme,Solana,https://www.rootdata.com/Projects/detail/MANEKI?k=MTMwMzg%3D
Dobby Market,NFT,"Bitcoin, Nervos",https://www.rootdata.com/Projects/detail/Dobby%20Market?k=MTMwMzU%3D
TxFarm,Gaming、On-Chain Gaming,None,https://www.rootdata.com/Projects/detail/TxFarm?k=MTMwMzQ%3D
Neova,DePIN、Storage Application,None,https://www.rootdata.com/Projects/detail/Neova?k=MTMwMzM%3D
Fansland,Entertainment、AI,BNB Chain,https://www.rootdata.com/Projects/detail/Fansland?k=MTMwMzI%3D
deFusion,DeFi、LSD,TomoChain,https://www.rootdata.com/Projects/detail/deFusion?k=MTMwMzA%3D
TONsquare,Infra、Layer2,TON,https://www.rootdata.com/Projects/detail/TONsquare?k=MTMwMjc%3D
Ark,Infra、Layer2、Payments,Bitcoin,https://www.rootdata.com/Projects/detail/Ark?k=MTMwMjY%3D
Orbler,Tools、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Orbler?k=MTMwMjI%3D
Intent.Trade,AI Agents、AI,None,https://www.rootdata.com/Projects/detail/Intent.Trade?k=MTMwMTM%3D
Heiko,Infra、Layer2、Parallel EVM,None,https://www.rootdata.com/Projects/detail/Heiko?k=MTMwMTI%3D
Byzantine,DeFi,None,https://www.rootdata.com/Projects/detail/Byzantine?k=MTMwMTE%3D
Hamster Kombat,Gaming,TON,https://www.rootdata.com/Projects/detail/Hamster%20Kombat?k=MTMwMTA%3D
Base.Tube,Creator Economy、Streaming Media,Base,https://www.rootdata.com/Projects/detail/Base.Tube?k=MTMwMDg%3D
EarnOS,Tools、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/EarnOS?k=MTMwMDY%3D
Naptha AI,Infra、AI Agents、AI,None,https://www.rootdata.com/Projects/detail/Naptha%20AI?k=MTMwMDU%3D
RealtyX,RWA、Real Estate,None,https://www.rootdata.com/Projects/detail/RealtyX?k=MTMwMDQ%3D
DBunker,DePIN,Solana,https://www.rootdata.com/Projects/detail/DBunker?k=MTMwMDM%3D
Song Protocol,Infra、Creator Economy、Layer3,Arbitrum,https://www.rootdata.com/Projects/detail/Song%20Protocol?k=MTMwMDI%3D
Lucidly Finance,DeFi、Lending,Ethereum,https://www.rootdata.com/Projects/detail/Lucidly%20Finance?k=MTMwMDE%3D
RIZE,DeFi、Yield aggregator,None,https://www.rootdata.com/Projects/detail/RIZE?k=MTMwMDA%3D
Zizle,Social,Solana,https://www.rootdata.com/Projects/detail/Zizle?k=MTI5OTY%3D
Uprising,Infra、Layer2、Gaming Solutions,Oasys,https://www.rootdata.com/Projects/detail/Uprising?k=MTI5OTU%3D
Mittaria,NFT、Gaming、Metaverse,None,https://www.rootdata.com/Projects/detail/Mittaria?k=MTI5OTQ%3D
aZen Protocol,Infra、DePIN,None,https://www.rootdata.com/Projects/detail/aZen%20Protocol?k=MTI5OTM%3D
Heartbeat Odyssey,Creator Economy、Franchise IPs,None,https://www.rootdata.com/Projects/detail/Heartbeat%20Odyssey?k=MTI5OTI%3D
Leviatom,Infra、Cloud Computing,None,https://www.rootdata.com/Projects/detail/Leviatom?k=MTI5ODg%3D
TRALATRALA,Gaming、Game Platforms,None,https://www.rootdata.com/Projects/detail/TRALA?k=MTI5ODY%3D
Rover,DeFi、LSD,None,https://www.rootdata.com/Projects/detail/Rover?k=MTI5ODM%3D
Hikari,DeFi、Derivatives、Perp,ZkSync,https://www.rootdata.com/Projects/detail/Hikari?k=MTI5ODE%3D
Metri,Infra、Wallet、Payments,Gnosis Chain,https://www.rootdata.com/Projects/detail/Metri?k=MTI5Nzk%3D
SkyTrade,DePIN,Solana,https://www.rootdata.com/Projects/detail/SkyTrade?k=MTI5Nzg%3D
Adrena,DeFi、Derivatives、Perp,Solana,https://www.rootdata.com/Projects/detail/Adrena?k=MTI5Nzc%3D
Pakt,Tools、Social、Profiles,Avalanche,https://www.rootdata.com/Projects/detail/Pakt?k=MTI5NzY%3D
Zyfi,Infra、Payments,None,https://www.rootdata.com/Projects/detail/Zyfi?k=MTI5NzU%3D
SRCPad,Launchpad,Bitcoin,https://www.rootdata.com/Projects/detail/SRCPad?k=MTI5NzQ%3D
OneBalance,Infra、Account Abstraction,None,https://www.rootdata.com/Projects/detail/OneBalance?k=MTI5NzM%3D
MetaToken,Gaming、Gambling Games,"Ethereum, TON",https://www.rootdata.com/Projects/detail/MetaToken?k=MTI5NzA%3D
Smart Transactions,DeFi、Infra,"Ethereum, Polygon, Arbitrum",https://www.rootdata.com/Projects/detail/Smart%20Transactions?k=MTI5Njk%3D
Gravity,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/Gravity?k=MTI5Njg%3D
MintSwap,DeFi、NFT、DEX,Mint,https://www.rootdata.com/Projects/detail/MintSwap?k=MTI5NjY%3D
Play AI,Infra、Modular、AI Agents、AI,None,https://www.rootdata.com/Projects/detail/Play%20AI?k=MTI5NjU%3D
Catalist,DeFi、Yield optimizer,None,https://www.rootdata.com/Projects/detail/Catalist?k=MTI5NjQ%3D
Forma,Infra、Creator Economy,None,https://www.rootdata.com/Projects/detail/Forma?k=MTI5NjI%3D
Henez Finance,DeFi、Cross-chain Bridge,None,https://www.rootdata.com/Projects/detail/Henez%20Finance?k=MTI5NjE%3D
Ordict,Ordinals、DID,Bitcoin,https://www.rootdata.com/Projects/detail/Ordict?k=MTI5NTk%3D
SuperSquad,Social、Medical health,Cyber,https://www.rootdata.com/Projects/detail/SuperSquad?k=MTI5NTY%3D
Cyber​​Swap,DeFi、DEX,Cyber,https://www.rootdata.com/Projects/detail/Cyber%E2%80%8B%E2%80%8BSwap?k=MTI5NTU%3D
Rambe Games,Gaming、Studio,None,https://www.rootdata.com/Projects/detail/Rambe%20Games?k=MTI5NTQ%3D
Biturbo,Infra、Layer2,Bitcoin,https://www.rootdata.com/Projects/detail/Biturbo?k=MTI5NTM%3D
Dwinity,Infra、Data Market,None,https://www.rootdata.com/Projects/detail/Dwinity?k=MTI5NTI%3D
Crush,AI Agents、AI,None,https://www.rootdata.com/Projects/detail/Crush?k=MTI5NTA%3D
Syrup,DeFi、Lending、Institutional DeFi,Ethereum,https://www.rootdata.com/Projects/detail/Syrup?k=MTI5NDk%3D
Panicape,NFT、Launchpad,BNB Chain,https://www.rootdata.com/Projects/detail/Panicape?k=MTI5NDg%3D
Tapup,Gaming,TON,https://www.rootdata.com/Projects/detail/Tapup?k=MTI5NDc%3D
DAOLama,NFT、NFTFi、NFT Leasing,TON,https://www.rootdata.com/Projects/detail/DAOLama?k=MTI5NDY%3D
Secta,DeFi、DEX、Launchpad,Linea,https://www.rootdata.com/Projects/detail/Secta?k=MTI5NDU%3D
Opus Wallet,Infra、Wallet,None,https://www.rootdata.com/Projects/detail/Opus%20Wallet?k=MTI5NDM%3D
defi.money,DeFi、Stablecoin Protocol,None,https://www.rootdata.com/Projects/detail/defi.money?k=MTI5NDI%3D
TAU Protocol,DeFi、Derivatives、Perp,Optimism,https://www.rootdata.com/Projects/detail/TAU%20Protocol?k=MTI5NDE%3D
Eternis,Infra、AI,None,https://www.rootdata.com/Projects/detail/Eternis?k=MTI5NDA%3D
xBlastXBL,Gaming,TON,https://www.rootdata.com/Projects/detail/xBlast?k=MTI5Mzk%3D
Bitena,DeFi、Derivatives、Synthetic Assets,Bitcoin,https://www.rootdata.com/Projects/detail/Bitena?k=MTI5Mzg%3D
Dreamworlds,Creator Economy、AIGC、AI,None,https://www.rootdata.com/Projects/detail/Dreamworlds?k=MTI5Mzc%3D
Realm Network,Infra、Marketing Solutions,None,https://www.rootdata.com/Projects/detail/Realm%20Network?k=MTI5MzY%3D
Comet Protocol,Infra、Cross-chain Bridge,"Ethereum, BNB Chain, Solana",https://www.rootdata.com/Projects/detail/Comet%20Protocol?k=MTI5MzU%3D
Destra Network,Infra、Cloud Computing、AI,None,https://www.rootdata.com/Projects/detail/Destra%20Network?k=MTI5MzQ%3D
Mythos Research,Crypto Consulting,None,https://www.rootdata.com/Projects/detail/Mythos%20Research?k=MTI5MzE%3D
XTREMEVERSEXTREME,Gaming,Ethereum,https://www.rootdata.com/Projects/detail/XTREMEVERSE?k=MTI5Mjg%3D
Civitia,Gaming,Initia,https://www.rootdata.com/Projects/detail/Civitia?k=MTI5Mjc%3D
Stashed,Infra、Wallet、Account Abstraction,Sui,https://www.rootdata.com/Projects/detail/Stashed?k=MTI5MjY%3D
Blast the Balloon,Gaming、On-Chain Gaming、Gambling Games,Blast,https://www.rootdata.com/Projects/detail/Blast%20the%20Balloon?k=MTI5MjU%3D
Danuki,Gaming,None,https://www.rootdata.com/Projects/detail/Danuki?k=MTI5MjQ%3D
Dappmon,Gaming、On-Chain Gaming,Base,https://www.rootdata.com/Projects/detail/Dappmon?k=MTI5MjM%3D
Panana Finance,DeFi、DEX,Arbitrum,https://www.rootdata.com/Projects/detail/Panana%20Finance?k=MTI5MjI%3D
Prism,Infra、Payments,Bitcoin,https://www.rootdata.com/Projects/detail/Prism?k=MTI5MjA%3D
uPow,Infra、Layer1、AI,None,https://www.rootdata.com/Projects/detail/uPow?k=MTI5MTk%3D
Tulia Protocol,DeFi、Lending,"Ethereum, Arbitrum",https://www.rootdata.com/Projects/detail/Tulia%20Protocol?k=MTI5MTg%3D
Impossible Cloud Network,Infra、Cloud Computing,None,https://www.rootdata.com/Projects/detail/Impossible%20Cloud%20Network?k=MTI5MTc%3D
Taoshi,AI,Bittensor,https://www.rootdata.com/Projects/detail/Taoshi?k=MTI5MTY%3D
Roam,Social,Base,https://www.rootdata.com/Projects/detail/Roam?k=MTI5MTQ%3D
BlockMesh,Infra、Cloud Computing、AI,None,https://www.rootdata.com/Projects/detail/BlockMesh?k=MTI5MTI%3D
Multialpha,Tools、AI,None,https://www.rootdata.com/Projects/detail/Multialpha?k=MTI5MTE%3D
StationDEX,DeFi、DEX,X Layer,https://www.rootdata.com/Projects/detail/StationDEX?k=MTI5MTA%3D
Aurelius Finance,DeFi、Lending,Mantle,https://www.rootdata.com/Projects/detail/Aurelius%20Finance?k=MTI5MDk%3D
WowFish,Gaming,TON,https://www.rootdata.com/Projects/detail/WowFish?k=MTI5MDg%3D
MultipoolMUL,DeFi、DEX、OrderBook DEX,Ethereum,https://www.rootdata.com/Projects/detail/Multipool?k=MTI5MDY%3D
BetHog,Gaming、Gambling Games,None,https://www.rootdata.com/Projects/detail/BetHog?k=MTI5MDU%3D
Caesareum,Gaming,Base,https://www.rootdata.com/Projects/detail/Caesareum?k=MTI5MDM%3D
QuantoSwap,DeFi、DEX,Ethereum,https://www.rootdata.com/Projects/detail/QuantoSwap?k=MTI5MDI%3D
POMO Network,DePIN、Lifestyle App,None,https://www.rootdata.com/Projects/detail/POMO%20Network?k=MTI5MDE%3D
Oasis AI,Infra、Cloud Computing、AI,None,https://www.rootdata.com/Projects/detail/Oasis%20AI?k=MTI5MDA%3D
Moebius Finance,DeFi、Restaking,Ethereum,https://www.rootdata.com/Projects/detail/Moebius%20Finance?k=MTI4OTk%3D
Variance,Gaming,None,https://www.rootdata.com/Projects/detail/Variance?k=MTI4OTg%3D
RA,DeFi、DEX,Fraxtal,https://www.rootdata.com/Projects/detail/RA?k=MTI4OTc%3D
Glyph,DeFi、Lending,Fraxtal,https://www.rootdata.com/Projects/detail/Glyph?k=MTI4OTY%3D
Aso Finance,DeFi、Lending,Blast,https://www.rootdata.com/Projects/detail/Aso%20Finance?k=MTI4OTM%3D
Drop,DeFi、LSD,Neutron,https://www.rootdata.com/Projects/detail/Drop?k=MTI4OTE%3D
Splice Finance,DeFi、Yield aggregator,Mode,https://www.rootdata.com/Projects/detail/Splice%20Finance?k=MTI4ODk%3D
Etherlink,Infra、Layer2、Altchain EVM,Tezos,https://www.rootdata.com/Projects/detail/Etherlink?k=MTI4ODg%3D
Rho Markets,DeFi、Lending,Scroll,https://www.rootdata.com/Projects/detail/Rho%20Markets?k=MTI4ODc%3D
Neural,Infra、Layer1、AI,None,https://www.rootdata.com/Projects/detail/Neural?k=MTI4ODU%3D
Banana MarketBNAN,Ordinals、Launchpad,Bitcoin,https://www.rootdata.com/Projects/detail/Banana%20Market?k=MTI4ODM%3D
Alien BaseALB,DeFi、DEX,Base,https://www.rootdata.com/Projects/detail/Alien%20Base?k=MTI4Nzk%3D
Rayls,Infra,None,https://www.rootdata.com/Projects/detail/Rayls?k=MTI4Nzc%3D
Elsa,DeFi、AI Agents、AI,None,https://www.rootdata.com/Projects/detail/Elsa?k=MTI4NzY%3D
Oz Protocol,Infra、AI、Data Market,None,https://www.rootdata.com/Projects/detail/Oz%20Protocol?k=MTI4NzU%3D
Omo,DeFi、AI Agents、Asset Management,None,https://www.rootdata.com/Projects/detail/Omo?k=MTI4NzM%3D
Fungi,DeFi、AI Agents、AI,None,https://www.rootdata.com/Projects/detail/Fungi?k=MTI4NzI%3D
NeuroMesh,Infra、Cloud Computing、AI,None,https://www.rootdata.com/Projects/detail/NeuroMesh?k=MTI4NzE%3D
EigenYields,DeFi、Yield optimizer,Ethereum,https://www.rootdata.com/Projects/detail/EigenYields?k=MTI4NzA%3D
Biton,CeDeFi,None,https://www.rootdata.com/Projects/detail/Biton?k=MTI4Njk%3D
SynonAI,Infra、Layer1、AI,None,https://www.rootdata.com/Projects/detail/SynonAI?k=MTI4Njg%3D
Superstring,Tools、Trading robot、AI,None,https://www.rootdata.com/Projects/detail/Superstring?k=MTI4Njc%3D
GMCI,CeFi、Asset Management（CeFi）,None,https://www.rootdata.com/Projects/detail/GMCI?k=MTI4NjY%3D
Zenith FarmsZEN,Tools,None,https://www.rootdata.com/Projects/detail/Zenith%20Farms?k=MTI4NjU%3D
RunesFi,Runes、DeFi、BRC-20、DEX,Bitcoin,https://www.rootdata.com/Projects/detail/RunesFi?k=MTI4NjQ%3D
Soul,DeFi、Lending,None,https://www.rootdata.com/Projects/detail/Soul?k=MTI4NjM%3D
Deworker AI,Infra、AI,None,https://www.rootdata.com/Projects/detail/Deworker%20AI?k=MTI4NjI%3D
OPEN,Gaming,None,https://www.rootdata.com/Projects/detail/OPEN?k=MTI4NjA%3D
Grizzly Finance,DeFi、DEX,Berachain,https://www.rootdata.com/Projects/detail/Grizzly%20Finance?k=MTI4NTk%3D
Inertia,DeFi、LSD,None,https://www.rootdata.com/Projects/detail/Inertia?k=MTI4NTg%3D
Redpill,Infra、AI,None,https://www.rootdata.com/Projects/detail/Redpill?k=MTI4NTc%3D
Hypurr Fun,TG Bot、Tools、Trading robot,Arbitrum,https://www.rootdata.com/Projects/detail/Hypurr%20Fun?k=MTI4NTU%3D
Kinera,Creator Economy、Streaming Media,Polkadot,https://www.rootdata.com/Projects/detail/Kinera?k=MTI4NTQ%3D
zkVerify,Infra、zk,None,https://www.rootdata.com/Projects/detail/zkVerify?k=MTI4NDk%3D
Eternal AIEAI,Infra、Layer2,Bitcoin,https://www.rootdata.com/Projects/detail/Eternal%20AI?k=MTI4NDg%3D
Rollchains,Infra、Modular,None,https://www.rootdata.com/Projects/detail/Rollchains?k=MTI4NDc%3D
Omakase,Staking Services、Node Validators,None,https://www.rootdata.com/Projects/detail/Omakase?k=MTI4NDY%3D
kluster.ai,Infra、Cloud Computing、AI,None,https://www.rootdata.com/Projects/detail/kluster.ai?k=MTI4NDU%3D
Anera,DeFi,None,https://www.rootdata.com/Projects/detail/Anera?k=MTI4NDM%3D
Anqa,DeFi、DEX、DEX Aggregator,Aptos,https://www.rootdata.com/Projects/detail/Anqa?k=MTI4NDI%3D
Acre,DeFi、LSD,Bitcoin,https://www.rootdata.com/Projects/detail/Acre?k=MTI4NDE%3D
OtoCo,DAO Solutions、On-Chain Compliance Solutions,None,https://www.rootdata.com/Projects/detail/OtoCo?k=MTI4Mzk%3D
Shell Finance,DeFi、Runes、Lending、Ordinals,Bitcoin,https://www.rootdata.com/Projects/detail/Shell%20Finance?k=MTI4Mzg%3D
Dazzy,NFT、NFT marketplace,None,https://www.rootdata.com/Projects/detail/Dazzy?k=MTI4MzU%3D
Cambrian,Restaking、Infra、LSD,Solana,https://www.rootdata.com/Projects/detail/Cambrian?k=MTI4MzM%3D
Revealio,NFT、NFT solutions,None,https://www.rootdata.com/Projects/detail/Revealio?k=MTI4MzE%3D
UniTap,DeFi、Runes、BRC-20、Cross-chain Bridge,Bitcoin,https://www.rootdata.com/Projects/detail/UniTap?k=MTI4MzA%3D
Iron,DeFi,None,https://www.rootdata.com/Projects/detail/Iron?k=MTI4Mjk%3D
StripChain,Infra、Cross-Chain Communication、Interoperability,None,https://www.rootdata.com/Projects/detail/StripChain?k=MTI4Mjg%3D
BenFen,Infra、Layer1,None,https://www.rootdata.com/Projects/detail/BenFen?k=MTI4Mjc%3D
Posemesh,Infra、Cloud Computing、AI,None,https://www.rootdata.com/Projects/detail/Posemesh?k=MTI4MjY%3D
NodeOps,Infra、Node Service,None,https://www.rootdata.com/Projects/detail/NodeOps?k=MTI4MjU%3D
Ton Fish FISH,Meme,TON,https://www.rootdata.com/Projects/detail/Ton%20Fish?k=MTI4MjM%3D
Bountycaster,Tools,Base,https://www.rootdata.com/Projects/detail/Bountycaster?k=MTI4MjE%3D
alloc8,DeFi、Derivatives,None,https://www.rootdata.com/Projects/detail/alloc8?k=MTI4MjA%3D
IntentAGI,Infra、AI,None,https://www.rootdata.com/Projects/detail/IntentAGI?k=MTI4MTk%3D
Qoomon Quest,Gaming,None,https://www.rootdata.com/Projects/detail/Qoomon%20Quest?k=MTI4MTg%3D
Hajime AI,Infra、DePIN、AI,Solana,https://www.rootdata.com/Projects/detail/Hajime%20AI?k=MTI4MTc%3D
JogoJogo,Gaming、Gambling Games,Solana,https://www.rootdata.com/Projects/detail/JogoJogo?k=MTI4MTY%3D
RateX,DeFi、Derivatives、Perp,Solana,https://www.rootdata.com/Projects/detail/RateX?k=MTI4MTU%3D
Bluprynt,Compliance Solutions,None,https://www.rootdata.com/Projects/detail/Bluprynt?k=MTI4MTI%3D
LingoAI,Infra、DePIN、AI,"BNB Chain, Solana, Base",https://www.rootdata.com/Projects/detail/LingoAI?k=MTI4MTE%3D
InterCellar,RWA,None,https://www.rootdata.com/Projects/detail/InterCellar?k=MTI4MTA%3D
Tradoor,DeFi、Derivatives、Perp,TON,https://www.rootdata.com/Projects/detail/Tradoor?k=MTI4MDg%3D
re.al,Infra、Layer2、RWA,Ethereum,https://www.rootdata.com/Projects/detail/re.al?k=MTI4MDY%3D
MetaLeX,DAO Solutions,None,https://www.rootdata.com/Projects/detail/MetaLeX?k=MTI4MDQ%3D
Symbiotic,Restaking、Infra,Ethereum,https://www.rootdata.com/Projects/detail/Symbiotic?k=MTI4MDM%3D
Cannon,Infra、Dev Platform,None,https://www.rootdata.com/Projects/detail/Cannon?k=MTI4MDE%3D
Pulse Markets,Social、Entertainment,None,https://www.rootdata.com/Projects/detail/Pulse%20Markets?k=MTI4MDA%3D
AlfaFrens,Social,Base,https://www.rootdata.com/Projects/detail/AlfaFrens?k=MTI3OTk%3D
Unruggable,Infra、Wallet,"Bitcoin, Solana",https://www.rootdata.com/Projects/detail/Unruggable?k=MTI3OTg%3D
HyperAGI,Infra、Layer2、AI,Bitcoin,https://www.rootdata.com/Projects/detail/HyperAGI?k=MTI3OTc%3D
BulbaSwap,DeFi、DEX、DEX Aggregator,Morph,https://www.rootdata.com/Projects/detail/BulbaSwap?k=MTI3OTY%3D
Unibase,Infra、Cloud Computing、AI,None,https://www.rootdata.com/Projects/detail/Unibase?k=MTI3OTU%3D
Popsicle Network,Infra、Modular,Bitcoin,https://www.rootdata.com/Projects/detail/Popsicle%20Network?k=MTI3OTQ%3D
JasperVault,DeFi、Derivatives、Options,Arbitrum,https://www.rootdata.com/Projects/detail/JasperVault%20?k=MTI3OTI%3D
ENZO Finance,DeFi、Lending,Bitlayer,https://www.rootdata.com/Projects/detail/ENZO%20Finance?k=MTI3OTA%3D
Oh,Creator Economy、AI,None,https://www.rootdata.com/Projects/detail/Oh?k=MTI3ODk%3D
Ligo Network,Infra、Layer2,Bitcoin,https://www.rootdata.com/Projects/detail/Ligo%20Network?k=MTI3ODg%3D
DILL,Infra、Modular、DA,None,https://www.rootdata.com/Projects/detail/DILL?k=MTI3ODc%3D
Xunicorn Finance,Cross-chain Bridge,None,https://www.rootdata.com/Projects/detail/Xunicorn%20Finance?k=MTI3ODY%3D
Arcana,DeFi、Yield aggregator,None,https://www.rootdata.com/Projects/detail/Arcana?k=MTI3ODU%3D
Etched Network,Infra、Layer2,Bitcoin,https://www.rootdata.com/Projects/detail/Etched%20Network?k=MTI3ODQ%3D
ELFi Protocol,DeFi、Derivatives,None,https://www.rootdata.com/Projects/detail/ELFi%20Protocol?k=MTI3ODM%3D
Air Bridge,Tools,None,https://www.rootdata.com/Projects/detail/Air%20Bridge?k=MTI3ODI%3D
IBX,DeFi、Derivatives,None,https://www.rootdata.com/Projects/detail/IBX?k=MTI3ODE%3D
Merkl,DeFi、Yield aggregator,None,https://www.rootdata.com/Projects/detail/Merkl?k=MTI3ODA%3D
VectorChatCHAT,AI,Ethereum,https://www.rootdata.com/Projects/detail/VectorChat?k=MTI3NzY%3D
NodeMaster,Infra、Dev Platform、Node Service,None,https://www.rootdata.com/Projects/detail/NodeMaster?k=MTI3NzU%3D
Reflection,Social、AI,None,https://www.rootdata.com/Projects/detail/Reflection?k=MTI3NzQ%3D
Purelay,NFT、RWA、Marketing Solutions,Ethereum,https://www.rootdata.com/Projects/detail/Purelay?k=MTI3NzM%3D
Atoma,Infra、AI,None,https://www.rootdata.com/Projects/detail/Atoma?k=MTI3NzI%3D
TrustIn Finance,DeFi、Lending,Bitlayer,https://www.rootdata.com/Projects/detail/TrustIn%20Finance?k=MTI3NzE%3D
Sorbet,Infra、Payments,None,https://www.rootdata.com/Projects/detail/Sorbet?k=MTI3NzA%3D
Clusttr,RWA、Real Estate,Solana,https://www.rootdata.com/Projects/detail/Clusttr?k=MTI3Njk%3D
Mansa Finance,DeFi、RWA,None,https://www.rootdata.com/Projects/detail/Mansa%20Finance?k=MTI3Njg%3D
